"id","pin","address","managing_organization","property_status","date_of_acquisition","date_of_disposition","sales_status","sale_offering_status","sale_offering_reason","sq_ft","square_footage_city_estimate","land_value","ward","community_area_number","community_area_name","zoning_classification","zip_code","last_update","application_use","grouped_parcels","application_deadline","offer_round","application_url","x_coordinate","y_coordinate","latitude","longitude","location"
"22802","25-24-430-022-0000",,"Park District","Leased","2002-09-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24883","25-13-302-003-0000",,"Other","Owned by City","2008-05-29T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22639","25-25-212-035-0000",,"Park District","Leased","2002-01-22T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21679","20-19-339-025-0000","2054 W 71ST ST","DPD - Large Lots","Sold",,,,,,"3107.0",,,"17","67","WEST ENGLEWOOD","RS-2","60636","03/14/2024",,,,,,"1163653.36510271","1857659.53363591","41.765046437107685","-87.67572293946795","
,  
(41.765046437107685, -87.67572293946795)"
"21933","25-25-205-024-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21701","20-20-331-034-0000","7038 S RACINE AVE","None","Sold","1992-11-18T00:00:00.000","1994-08-04T00:00:00.000",,,,"0.0",,,"17","67","WEST ENGLEWOOD","B1-1","60636","03/14/2024",,,,,,"1169445.59278112","1857948.46888951","41.76571583271315","-87.65448434707231","
,  
(41.76571583271315, -87.65448434707231)"
"17589","20-15-300-005-0000","5927 S STATE ST","None","Sold","1992-07-30T00:00:00.000","2004-07-27T00:00:00.000",,,,"8017.0",,,"20","40","WASHINGTON PARK","B1-2","60621","03/14/2024",,,,,,"1177423.27453758","1865613.87489948","41.786574020384634","-87.62501222065887","
,  
(41.786574020384634, -87.62501222065887)"
"23838","25-15-321-006-0000","21 E 110TH PL","None","Sold",,,,,,"0.0",,,"9","49","ROSELAND","B1-3","60628","03/14/2024",,,,,,"1178428.74927226","1831769.03461568","41.693676896759555","-87.62235086923292","
,  
(41.693676896759555, -87.62235086923292)"
"14448","20-03-304-036-0000","4336 S CALUMET AVE","None","Sold","1976-01-12T00:00:00.000","2016-01-05T00:00:00.000",,,,"0.0",,,"3","38","GRAND BOULEVARD","POS-2","60653","03/14/2024",,,,,,"1179062.6298568","1876178.33005815","41.815526617718106","-87.61867948756934","
,  
(41.815526617718106, -87.61867948756934)"
"17272","20-17-415-020-0000","6010 S HALSTED ST","None","Sold",,,,,,"0.0",,,"16","68","ENGLEWOOD","PD 1206","60621","03/14/2024",,,,,,"1171901.42003865","1864921.50006095","41.7847971129054","-87.64527845334756","
,  
(41.7847971129054, -87.64527845334756)"
"24340","25-16-416-034-0000","10922 S WENTWORTH AVE","None","Sold","1981-04-29T00:00:00.000","1995-09-25T00:00:00.000",,,,"3375.0",,,"9","49","ROSELAND","RS-3","60628","03/14/2024",,,,,,"1176792.23006491","1832402.15999555","41.69545119792351","-87.62832354712876","
,  
(41.69545119792351, -87.62832354712876)"
"12827","17-20-103-010-0000","1233 W ROOSEVELT RD","DOH","Owned by City",,,"None","CBB 2022-2023 not offered due to:","Prior sale in progress","0.0",,,"28","28","NEAR WEST SIDE","PD 896","60608","03/14/2024",,,,,,"1168187.93006668","1894743.03013271","41.86671114523373","-87.65803423654793","
,  
(41.86671114523373, -87.65803423654793)"
"10517","16-15-227-024-0000","4056 W CONGRESS PKWY","None","Sold","1991-03-26T00:00:00.000","2004-09-22T00:00:00.000",,,,"3117.0",,,"28","26","WEST GARFIELD PARK","RT-4","60624","03/14/2024",,,,,,"1149204.36526993","1897474.13143421","41.87459424695913","-87.72765468163605","
,  
(41.87459424695913, -87.72765468163605)"
"20145","20-29-212-031-0000","7212 S SANGAMON ST","DPD - Large Lots","Sold",,,,,,"3109.0",,,"17","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1171129.89996228","1856894.07005516","41.76278578715657","-87.64834158670418","
,  
(41.76278578715657, -87.64834158670418)"
"11827","16-13-301-023-0000","3038 W FLOURNOY ST","None","Sold","1984-11-26T00:00:00.000","1995-12-21T00:00:00.000",,,,"2575.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1156051.01830317","1896959.08618683","41.87304558182717","-87.70253051218783","
,  
(41.87304558182717, -87.70253051218783)"
"20856","20-21-116-004-0000","735 W 65TH ST","None","Sold",,,,,,"0.0",,,"16","68","ENGLEWOOD","RT-4","0","03/14/2024",,,,,,"1172308.8458013544","1861730.2890170617","41.77603110794345","-87.64387847522761","
,  
(41.77603110794345, -87.64387847522761)"
"17793","20-14-315-028-0000","6237 S INGLESIDE AVE","None","Sold","1978-02-28T00:00:00.000","2012-06-28T00:00:00.000",,,,"0.0",,,"20","42","WOODLAWN","PD 1182","60637","03/14/2024",,,,,,"1183652.00012764","1863687.23000279","41.78114405635875","-87.60223477242378","
,  
(41.78114405635875, -87.60223477242378)"
"50640","13-16-208-043-0000","4615 N MILWAUKEE AVE","AIS","Owned by City","1982-03-25T00:00:00.000",,,,,"0.0",,,"45","15","PORTAGE PARK","B3-1","60630","03/14/2024",,,,,,"1140901.21175604","1930253.76325987","41.96470183396347","-87.75733226579116","
,  
(41.96470183396347, -87.75733226579116)"
"13773","16-26-102-047-0000","2236 S AVERS AVE","None","Sold","1994-10-13T00:00:00.000","1994-11-21T00:00:00.000",,,,"3125.0",,,"22","30","SOUTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1150967.65983143","1888686.18006436","41.85044475026577","-87.72141055614716","
,  
(41.85044475026577, -87.72141055614716)"
"51291","17-07-203-008-0000","1625 W CHICAGO AVE","AIS","Owned by City","1997-09-11T00:00:00.000",,,,,"0.0",,,"1","24","WEST TOWN","B1-5","60622","03/14/2024",,,,,,"1165254.59044226","1905311.63791804","41.89577506789684","-87.66850226471179","
,  
(41.89577506789684, -87.66850226471179)"
"15193","20-03-223-006-0000","4247 S VINCENNES AVE","None","Sold",,,,,,"3700.0",,,"4","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1180432.62995431","1876760.20000127","41.81709193960226","-87.6136362613342","
,  
(41.81709193960226, -87.6136362613342)"
"17687","20-16-303-005-0000","5918 S PARNELL AVE","None","Sold",,,,,,"0.0",,,"20","68","ENGLEWOOD","M1-2","60621","03/14/2024",,,,,,"1173547.84933318","1865560.3899971","41.786513983952226","-87.63922306392493","
,  
(41.786513983952226, -87.63922306392493)"
"8685","16-10-329-016-0000","4654 W MADISON ST","None","Sold",,"1998-08-04T00:00:00.000",,,,"0.0",,,"28","25","AUSTIN","B3-2","60644","03/14/2024",,,,,,"1145224.08970645","1899758.64467899","41.8809393704222","-87.74221090890798","
,  
(41.8809393704222, -87.74221090890798)"
"8403","16-08-417-005-0000","149 N PARKSIDE AVE","None","Sold",,,,,,"7120.0",,,"29","25","AUSTIN","RT-4","60644","03/14/2024",,,,,,"1138689.69391596","1900710.2301785","41.88367164359585","-87.76618199771308","
,  
(41.88367164359585, -87.76618199771308)"
"12504","17-19-214-014-0000","1727 W HASTINGS ST","None","Sold",,,,,,"0.0",,,"28","28","NEAR WEST SIDE","PD 30","0","03/14/2024",,,,,,"1164942.6393159726","1893735.1054976727","41.86401474649898","-87.66997662406364","
,  
(41.86401474649898, -87.66997662406364)"
"19473","20-28-309-022-0000","7618 S LOWE AVE","None","Sold","2001-09-18T00:00:00.000","2004-05-17T00:00:00.000",,,,"5032.0",,,"17","71","AUBURN GRESHAM","RS-3","60620","03/14/2024",,,,,,"1173194.26505096","1854257.83371033","41.75550627065374","-87.64085314687445","
,  
(41.75550627065374, -87.64085314687445)"
"22838","25-24-431-018-0000",,"Park District","Leased","2007-10-10T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"15453","17-34-306-016-0000","17 E 36TH PL","None","Sold","1989-11-14T00:00:00.000","2014-04-04T00:00:00.000",,,,"0.0",,,"3","35","DOUGLAS","C1-3","0","03/14/2024",,,,,,"1177115.4400422","1880909.38893445","41.828553256432855","-87.62567912915404","
,  
(41.828553256432855, -87.62567912915404)"
"20139","20-27-209-002-0000","7205 S VERNON AVE","DPD - Large Lots","Sold",,,,,,"8634.0",,,"6","69","GREATER GRAND CROSSING","RS-3","60619","03/14/2024",,,,,,"1180591.07074315","1857283.06010854","41.76364123787847","-87.6136531467814","
,  
(41.76364123787847, -87.6136531467814)"
"13110","16-23-205-014-0000","1221 S CHRISTIANA AVE","None","Sold","2003-02-13T00:00:00.000","2007-08-23T00:00:00.000",,,,"3123.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1154322.35983593","1894241.27993087","41.86562231428379","-87.70894985201679","
,  
(41.86562231428379, -87.70894985201679)"
"18956","20-14-309-017-0000","6158 S ELLIS AVE","DPD - Large Lots","Sold",,,,,,"2911.0",,,"20","42","WOODLAWN","RM-5","60637","03/14/2024",,,,,,"1183850.00018148","1864148.32000235","41.78240470632757","-87.60149448372965","
,  
(41.78240470632757, -87.60149448372965)"
"59396","20-16-414-016-0000","6057 S LAFAYETTE AVE","DPD - Open Space","Sold",,"2018-11-20T00:00:00.000",,,,,,,"20","40","WASHINGTON PARK","RS-3",,"03/14/2024",,,,,,"1177108.65223201","1864630.47378605","41.78388257433322","-87.62619543601036","
,  
(41.78388257433322, -87.62619543601036)"
"23321","25-25-202-027-0000",,"DPD - Open Space","Owned by City","2001-11-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"50990","16-16-409-063-0000","4840 W ARTHINGTON ST","DPD - Real Estate","Sold","2001-11-14T00:00:00.000","2018-10-26T00:00:00.000",,,,"0.0",,,"24","25","AUSTIN","RS-3","60644","03/14/2024",,,,,,"1144061.37035152","1895619.04520837","41.86960169341632","-87.74658429313708","
,  
(41.86960169341632, -87.74658429313708)"
"34637","20-26-315-001-0000","1057 E 76TH ST","None","Sold",,"2015-08-27T00:00:00.000",,,,"0.0",,,"8","69","GREATER GRAND CROSSING","PD 1220","00000","03/14/2024",,,,,,"1184866.88034275","1854898.87605794","41.75699956889149","-87.59805626316314","
,  
(41.75699956889149, -87.59805626316314)"
"22874","25-25-214-014-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22827","25-24-431-007-0000",,"Park District","Leased","2007-09-21T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"47546","13-35-409-042-0000","1813 N KIMBALL AVE","Chicago Park District","Leased",,,,,,"0.0",,,"26","22","LOGAN SQUARE","M1-1","60647","03/14/2024",,,,,,"1153549.57749963","1911917.27486269","41.91414238651826","-87.71131640435783","
,  
(41.91414238651826, -87.71131640435783)"
"9335","16-11-413-026-0000","3217 W MAYPOLE AVE","None","Sold",,,,,,"2489.0",,,"28","27","EAST GARFIELD PARK","RM-5","60624","03/14/2024",,,,,,"1154824.91561543","1900717.30841591","41.88338316641708","-87.70693143386451","
,  
(41.88338316641708, -87.70693143386451)"
"22869","25-25-214-009-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"23306","25-25-202-012-0000",,"DPD - Open Space","Owned by City","2001-11-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"9228","16-11-406-017-0000","3514 W WALNUT ST","DPD - Large Lots","Sold",,,,,,"2057.0",,,"28","27","EAST GARFIELD PARK","RT-4","60624","03/14/2024",,,,,,"1152822.68770282","1901549.38725177","41.885706345333304","-87.71426175249914","
,  
(41.885706345333304, -87.71426175249914)"
"59390","20-22-108-008-0000","6345 S DR MARTIN LUTHER KING JR DR","DPD - Open Space","Sold",,"2018-11-20T00:00:00.000",,,,"0.0",,,"20","42","WOODLAWN","B3-3","0","03/14/2024",,,,,,"1178978.65447297","1861696.25823854","41.77578838587665","-87.61942868661743","
,  
(41.77578838587665, -87.61942868661743)"
"61706","16-12-107-028-0000","3118 W FRANKLIN BLVD","None","Not City Owned",,,,,,"7791.0",,,"27","23","HUMBOLDT PARK","M1-2","60612","03/14/2024",,,,,,"1155403.5319124167","1903205.5310607017","41.890199481917556","-87.70473977538911","
,  
(41.890199481917556, -87.70473977538911)"
"20317","20-29-321-035-0000","1328 W 79TH ST","None","Sold",,,,,,"0.0",,,"17","71","AUBURN GRESHAM","POS-2","0","03/14/2024",,,,,,"1168927.8799357","1852480.96983512","41.75072348822218","-87.65653959686487","
,  
(41.75072348822218, -87.65653959686487)"
"11722","16-13-327-032-0000","1138 S SACRAMENTO BLVD","None","Sold","2001-11-06T00:00:00.000","2005-07-06T00:00:00.000",,,,"3143.0",,,"28","29","NORTH LAWNDALE","RT-4","60612","03/14/2024",,,,,,"1156440.90004621","1894812.9693484","41.86714854423468","-87.70115709390775","
,  
(41.86714854423468, -87.70115709390775)"
"19148","20-29-423-026-0000","7728 S HALSTED ST","AIS","Owned by City","1995-03-31T00:00:00.000",,,,,"0.0",,,"17","71","AUBURN GRESHAM","B3-1","0","03/14/2024",,,,,,"1172211.13460937","1853499.01040603","41.753445621674416","-87.64447833164296","
,  
(41.753445621674416, -87.64447833164296)"
"22585","25-24-428-037-0000",,"Park District","Leased","2001-12-13T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"13060","16-24-207-042-0000","1232 S WASHTENAW AVE","None","Sold",,,,,,"3040.0",,,"28","29","NORTH LAWNDALE","RT-4","60608","03/14/2024",,,,,,"1158467.37983153","1894220.47062852","41.86548147575532","-87.6937337906825","
,  
(41.86548147575532, -87.6937337906825)"
"24294","25-24-208-028-0000",,"Park District","Leased","2001-07-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"10950","16-13-114-005-0000","3057 W FIFTH AVE","None","Sold","2001-03-01T00:00:00.000",,,,,"0.0",,,"28","27","EAST GARFIELD PARK","C1-2","60612","03/14/2024",,,,,,"1155876.53000928","1899091.06002673","41.87889945140951","-87.70311366988635","
,  
(41.87889945140951, -87.70311366988635)"
"24043","25-20-328-146-0000","1210 W 119TH ST","None","Sold",,"2010-09-10T00:00:00.000",,,,"0.0",,,"21","53","WEST PULLMAN","PD 1168","60643","03/14/2024",,,,,,"1170307.01915155","1826234.99528321","41.678670700307705","-87.65224657584446","
,  
(41.678670700307705, -87.65224657584446)"
"58359","16-13-129-049-0000","3150 W HARRISON ST","AIS","Owned by City","1971-06-30T00:00:00.000",,,,,"0.0",,,"28","27","EAST GARFIELD PARK","C1-3","60612","03/14/2024",,,,,,"1155244.48004257","1897285.18796105","41.87395666579109","-87.70548295381695","
,  
(41.87395666579109, -87.70548295381695)"
"59610","16-15-413-015-0000","4027 W LEXINGTON ST","DPD - Real Estate","Sold",,"2016-10-17T00:00:00.000",,,,"4618.0",,,"24","26","WEST GARFIELD PARK","RS-3","60624","03/14/2024",,,,,,"1149546.625304","1896376.57154921","41.87157578216428","-87.72642653389977","
,  
(41.87157578216428, -87.72642653389977)"
"17186","20-17-414-036-0000","6034 S GREEN ST","None","Sold",,,,,,"0.0",,,"16","68","ENGLEWOOD","PD 1206","60621","03/14/2024",,,,,,"1171581.00010319","1864665.94994037","41.784102884369844","-87.64646072924333","
,  
(41.784102884369844, -87.64646072924333)"
"23405","25-24-406-024-0000",,"Park District","Leased","2001-09-28T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17639","20-17-218-017-0000","5741 S ABERDEEN ST","None","Sold","1992-11-18T00:00:00.000","1994-11-29T00:00:00.000",,,,"3125.0",,,"16","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1170061.6699404","1866565.54999591","41.789348778006556","-87.6519759699415","
,  
(41.789348778006556, -87.6519759699415)"
"22142","25-24-421-027-0000",,"Park District","Leased","2001-10-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22288","25-25-208-019-0000",,"DPD - Open Space","Owned by City","2001-10-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"13405","16-24-304-031-0000","2002 S ALBANY AVE","None","Sold",,,,,,"3094.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1155906.26010361","1890144.0399403","41.85434728121891","-87.70324563101846","
,  
(41.85434728121891, -87.70324563101846)"
"22239","25-24-422-011-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21888","25-24-413-009-0000",,"Park District","Leased","2001-07-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21349","20-21-213-021-0000","15 W 65TH ST","AIS","Owned by City",,,,,,"0.0",,,"20","69","GREATER GRAND CROSSING","M1-2","60621","03/14/2024",,,,,,"1177153.19922379","1861801.61419406","41.77611888307756","-87.62611741121312","
,  
(41.77611888307756, -87.62611741121312)"
"58364","16-13-300-033-0000","3131 W HARRISON ST","AIS","Owned by City","1971-06-30T00:00:00.000",,,,,"0.0",,,"24","27","EAST GARFIELD PARK","C1-2","60612","03/14/2024",,,,,,"1155514.88814129","1897105.33700976","41.87345770417922","-87.70449497605786","
,  
(41.87345770417922, -87.70449497605786)"
"24636","25-21-415-010-0000","11719 S HARVARD AVE","None","Sold",,,,,,"1353.0",,,"21","53","WEST PULLMAN","RS-3","60628","03/14/2024",,,,,,"1176154.57848414","1827154.80465864","41.68106596116504","-87.63081487118134","
,  
(41.68106596116504, -87.63081487118134)"
"9493","16-22-215-032-0000","1330 S PULASKI RD","DPD - Real Estate","Sold",,"2019-01-16T00:00:00.000",,,,"0.0",,,"24","29","NORTH LAWNDALE","C1-2","60623","03/14/2024",,,,,,"1149834.05175155","1893397.10470599","41.863394194777726","-87.72544873033752","
,  
(41.863394194777726, -87.72544873033752)"
"23505","25-17-332-024-0000","1410 W 111TH ST","None","Sold",,,,,,"3144.0",,,"21","75","MORGAN PARK","B3-1","60643","03/14/2024",,,,,,"1168826.21993011","1831239.31003915","41.69243537369645","-87.65752318062293","
,  
(41.69243537369645, -87.65752318062293)"
"18916","20-08-426-035-0000","5428 S MORGAN ST","DPD - Large Lots","Sold",,"2018-02-20T00:00:00.000",,,,"0.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1170477.7153996","1868667.44714539","41.79510756251404","-87.65038924293731","
,  
(41.79510756251404, -87.65038924293731)"
"62968","25-19-202-014-0000","11228 S VINCENNES AVE","AIS","Owned by City",,,,,,"0.0",,,"19","75","MORGAN PARK","RS-3","60643","03/14/2024",,,,,,"1166874.07797745","1830608.21356871","41.69074534540462","-87.6646882467054","
,  
(41.69074534540462, -87.6646882467054)"
"19595","21-31-330-040-0000","8656 S MANISTEE AVE","None","Sold",,,,,,"2754.0",,,"7","46","SOUTH CHICAGO","RS-3","60617","03/14/2024",,,,,,"1195902.06468458","1847861.19029024","41.73742168195735","-87.55784734716302","
,  
(41.73742168195735, -87.55784734716302)"
"12334","17-17-329-035-0000","1328 W GRENSHAW ST","None","Sold",,,,,,"2478.0",,,"28","28","NEAR WEST SIDE","RM-5","60607","03/14/2024",,,,,,"1167558.14026733","1895213.44515765","41.868015574271965","-87.66033271742072","
,  
(41.868015574271965, -87.66033271742072)"
"11577","16-12-319-009-0000","3136 W WASHINGTON BLVD","DPD - Large Lots","Sold","1996-09-10T00:00:00.000","2015-04-24T00:00:00.000",,,,"2583.0",,,"27","27","EAST GARFIELD PARK","RM-5","60612","03/14/2024",,,,,,"1155303.13786017","1900611.00490532","41.88308186696827","-87.70517821830727","
,  
(41.88308186696827, -87.70517821830727)"
"22058","25-25-206-024-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22345","25-24-423-003-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"8337","16-03-230-017-0000","4117 W POTOMAC AVE","CBB Round 1","Owned by City",,,"Application(s) Received",,,"3054.0",,,"37","23","HUMBOLDT PARK","RS-3","60651","03/14/2024",,,,,,"1148590.69436812","1908246.77251693","41.90416740712622","-87.72962956059284","
,  
(41.90416740712622, -87.72962956059284)"
"23224","25-25-202-006-0000",,"DPD - Open Space","Owned by City","2001-11-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"34577","20-08-429-006-0000","933 W 54TH PL","DPD - Large Lots","Sold",,"2018-03-06T00:00:00.000",,,,"0.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1170887.96954437","1868594.65323386","41.79489885442267","-87.64888696602141","
,  
(41.79489885442267, -87.64888696602141)"
"23095","25-25-201-002-0000",,"DPD - Open Space","Owned by City","2001-10-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"11630","16-13-216-037-0000","2724 W GLADYS AVE","DPD - Large Lots","Sold",,,,,,"2502.0",,,"27","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1158146.96953329","1898384.34478817","41.876914104833446","-87.69479632501371","
,  
(41.876914104833446, -87.69479632501371)"
"8915","16-11-111-034-0000","622 N SPRINGFIELD AVE","DPD - Large Lots","Sold",,"2018-02-23T00:00:00.000",,,,"0.0",,,"37","23","HUMBOLDT PARK","RS-3","60624","03/14/2024",,,,,,"1150179.56673247","1903988.68801053","41.89245195880656","-87.7239042788536","
,  
(41.89245195880656, -87.7239042788536)"
"21070","20-22-311-022-0000","6841 S CALUMET AVE","DPD - Large Lots","Sold",,"2017-12-14T00:00:00.000",,,,"0.0",,,"6","69","GREATER GRAND CROSSING","RS-3","60637","03/14/2024",,,,,,"1179786.95352578","1859564.31070646","41.76991965294435","-87.61653070292049","
,  
(41.76991965294435, -87.61653070292049)"
"23390","25-24-406-009-0000",,"Park District","Leased","2001-10-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"8144","16-01-229-046-0000","1236 N WESTERN AVE","AIS","Owned by City",,,,,,"0.0",,,"26","24","WEST TOWN","PD 94","60622","03/14/2024",,,,,,"1160072.5788697","1908379.42912983","41.90430194813069","-87.68744981530939","
,  
(41.90430194813069, -87.68744981530939)"
"16678","20-18-226-034-0000","1844 W 59TH ST","DPD - Open Space","Sold","1999-05-10T00:00:00.000","2018-06-11T00:00:00.000",,,,"0.0",,,"15","67","WEST ENGLEWOOD","C2-1","60636","03/14/2024",,,,,,"1164924.6856669","1865643.43959187","41.78692856260851","-87.6708377250742","
,  
(41.78692856260851, -87.6708377250742)"
"15309","20-03-417-023-0000","4559 S FORRESTVILLE AVE","None","Sold",,,,,,"3611.0",,,"3","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1180802.64985672","1874687.85005473","41.81139673393973","-87.61234272579559","
,  
(41.81139673393973, -87.61234272579559)"
"22745","25-25-213-007-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17562","20-17-210-024-0000","5600 S CARPENTER ST","None","Sold","1996-03-18T00:00:00.000","2013-07-17T00:00:00.000",,,,"6198.0",,,"16","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1170173.17710962","1867619.37985362","41.792238181523416","-87.65153646592374","
,  
(41.792238181523416, -87.65153646592374)"
"23752","25-15-300-008-0000","10721 S STATE ST","DPD - Large Lots","Sold",,"2020-07-20T00:00:00.000",,,,"0.0",,,"9","49","ROSELAND","RS-3","60628","03/14/2024",,,,,,"1178248.56031024","1833773.99080783","41.69918286183937","-87.62295003642858","
,  
(41.69918286183937, -87.62295003642858)"
"23393","25-24-406-012-0000",,"Park District","Leased","2001-10-01T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"8782","16-10-400-036-0000","4302 W CARROLL AVE","DPD - Real Estate","Sold",,"2018-11-01T00:00:00.000",,,,"0.0",,,"28","26","WEST GARFIELD PARK","PMD 9","60624","03/14/2024",,,,,,"1147583.75959147","1902029.12466706","41.887124898250306","-87.73348800642201","
,  
(41.887124898250306, -87.73348800642201)"
"24141","25-16-212-026-0000","263 W 106TH ST","DPD - Large Lots","Sold",,"2017-11-22T00:00:00.000",,,,"3125.0",,,"21","49","ROSELAND","RS-2","60628","03/14/2024",,,,,,"1176227.52000191","1834546.80985021","41.70134909566248","-87.63032703798746","
,  
(41.70134909566248, -87.63032703798746)"
"8137","16-01-229-020-0000","1254 N WESTERN AVE","AIS","Owned by City",,,,,,"0.0",,,"26","24","WEST TOWN","PD 94","60622","03/14/2024",,,,,,"1160069.8547855","1908479.43038247","41.904576415794466","-87.6874570558848","
,  
(41.904576415794466, -87.6874570558848)"
"24937","26-30-307-010-0000","12637 S COMMERCIAL AVE","DPD - Open Space","Owned by City","2002-05-31T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","RS-2","60633","03/14/2024",,,,,,"1198167.51996148","1821611.12899061","41.665332716287736","-87.55042180514094","
,  
(41.665332716287736, -87.55042180514094)"
"9961","16-14-307-003-0000","711 S INDEPENDENCE BLVD","None","Sold","1997-05-13T00:00:00.000","2004-07-01T00:00:00.000",,,,"4118.0",,,"24","27","EAST GARFIELD PARK","RM-5","60624","03/14/2024",,,,,,"1151451.1076788","1896634.0948234","41.87224529133966","-87.71942761679946","
,  
(41.87224529133966, -87.71942761679946)"
"22331","25-24-422-029-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24705","25-10-308-046-0000","54 E 100TH PL","DPD - Large Lots","Sold",,"2018-03-19T00:00:00.000",,,,"0.0",,,"9","49","ROSELAND","RS-3","60628","03/14/2024",,,,,,"1178611.99025657","1838451.62525823","41.71201069929966","-87.62147774938894","
,  
(41.71201069929966, -87.62147774938894)"
"33862","17-21-405-011-0000","11 W 17TH ST","AIS","Owned by City",,,,,,"0.0",,,"3","33","NEAR SOUTH SIDE","PD 676","0","03/14/2024",,,,,,"1176427.33296166","1891917.95284648","41.85877710702672","-87.62787195523211","
,  
(41.85877710702672, -87.62787195523211)"
