"id","permit_","permit_status","permit_milestone","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_type","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","building_fee_subtotal","zoning_fee_subtotal","other_fee_subtotal","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","contact_1_type","contact_1_name","contact_1_city","contact_1_state","contact_1_zipcode","contact_2_type","contact_2_name","contact_2_city","contact_2_state","contact_2_zipcode","contact_3_type","contact_3_name","contact_3_city","contact_3_state","contact_3_zipcode","contact_4_type","contact_4_name","contact_4_city","contact_4_state","contact_4_zipcode","contact_5_type","contact_5_name","contact_5_city","contact_5_state","contact_5_zipcode","contact_6_type","contact_6_name","contact_6_city","contact_6_state","contact_6_zipcode","contact_7_type","contact_7_name","contact_7_city","contact_7_state","contact_7_zipcode","contact_8_type","contact_8_name","contact_8_city","contact_8_state","contact_8_zipcode","contact_9_type","contact_9_name","contact_9_city","contact_9_state","contact_9_zipcode","contact_10_type","contact_10_name","contact_10_city","contact_10_state","contact_10_zipcode","contact_11_type","contact_11_name","contact_11_city","contact_11_state","contact_11_zipcode","contact_12_type","contact_12_name","contact_12_city","contact_12_state","contact_12_zipcode","contact_13_type","contact_13_name","contact_13_city","contact_13_state","contact_13_zipcode","contact_14_type","contact_14_name","contact_14_city","contact_14_state","contact_14_zipcode","contact_15_type","contact_15_name","contact_15_city","contact_15_state","contact_15_zipcode","reported_cost","pin_list","pin1","pin2","pin3","pin4","pin5","pin6","pin7","pin8","pin9","pin10","community_area","census_tract","ward","xcoordinate","ycoordinate","latitude","longitude","location"
"2144930","100330633",,,"PERMIT - SIGNS","SIGN PERMIT","2010-03-16T00:00:00.000","2010-03-18T00:00:00.000","2","20","E","CHICAGO AVE",,"INSTALL NON ILLUMINATED BANNER.","100","200","0","300","0","0","0","0","0","100","200","0","0","0","0","300","SIGN CONTRACTOR","CORP.ID SOLUTIONS INC","CHICAGO","IL","60630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400",,"17-03-229-021",,,,,,,,,,"8","812","42","1176454.7240718976","1905773.791819902","41.89679772","-87.627353059","POINT (-87.627353058837 41.896797719591)"
"2135163","100326386",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-11T00:00:00.000","2010-01-11T00:00:00.000","0","3815","W","82ND PL",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82",,"19-35-126-018",,,,,,,,,,"70","7004","18","1152317.3555724726","1849560.994158456","41.743053002","-87.717485636","POINT (-87.717485636277 41.74305300186)"
"2138372","100327713",,,"PERMIT - ELECTRIC WIRING","ELECTRICAL PLAN REVIEW","2010-04-20T00:00:00.000","2010-04-28T00:00:00.000","8","9864","S","AVENUE N",,"INSTALL 400 AMP SINGLE PHASE 120/240 VOLT 3 WIRE SERVICE FOR TEMPORARY TRAILOR.","200","0","0","200","0","0","0","0","0","200","0","0","0","0","0","200","CONTRACTOR-ELECTRICAL","LAKESIDE ELECTRIC","DYER","IN","46311-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3250",,"26-08-503-002","26-08-503-003",,,,,,,,,"52","5202","10",,,,,
"2141944","100329209",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-02-03T00:00:00.000","2010-02-03T00:00:00.000","0","3248","N","NEWCASTLE AVE",,"INSTALLATION OF A LOW VOLTAGE SECURITY ALARM SYSTEM JOB # 326-48729-01 BILLY MESSINO    ADT SALES REP MARK JELINEK","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","A.D.T. INC.","OAK BROOK","IL","60523-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199",,"13-19-333-055",,,,,,,,,,"17","1710","36","1130140.049093181","1921031.0682845216",,,
"2146514","100331333",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-02-22T00:00:00.000","2010-02-22T00:00:00.000","0","4058","W","MELROSE ST",,"MONTHLY MAINTENANCE","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","PHILLIPS ELECTRIC, INC.","THORTON","IL","60476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",,,,,,,,,,,,"16","1613","31","1148521.265134208","1921334.606706602","41.940082983","-87.729546097","POINT (-87.7295460972 41.940082982858)"
"2134720","100326199",,,"PERMIT - WRECKING/DEMOLITION","DEMOLITION PERMIT","2010-01-08T00:00:00.000","2010-04-16T00:00:00.000","98","2319","N","KENMORE AVE",,"DEMO OF A THREE STORY BRICK RESIDENTIAL BUILDING AND DETACHED GARAGE (PRIVATE )","0","0","0","0","0","0","0","0","300","300","0","0","0","0","300","300","CONTRACTOR-WRECKING","HENEGHAN WRECK/EXCAV","CHGO","IL",,"OWNER","DEPAUL UNIVERSITY","CHGO","IL","60604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,"14-32-203-005",,,,,,,,,,"7","710","32","1168948.7399981522","1915676.224670392",,,
"2141824","100329137",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-02-02T00:00:00.000","2010-02-08T00:00:00.000","6","10631","S","EDBROOKE AVE",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203",,"25-15-121-034",,,,,,,,,,"49","4909","9","1179186.301876834","1834346.4974722872","41.700732623","-87.619499099","POINT (-87.619499098988 41.700732623308)"
"2141845","100329155",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-02-02T00:00:00.000","2010-02-12T00:00:00.000","10","4751","N","LOTUS AVE",,"INSTALL LOW VOLTAGE BURGLAR ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450",,"13-16-103-010",,,,,,,,,,"15","1503","45","1139182.927049467","1931095.7164287136","41.967043752","-87.763629452","POINT (-87.763629452006 41.967043751642)"
"2135079","100326360",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-11T00:00:00.000","2010-01-11T00:00:00.000","0","10","E","PEARSON ST",,"MONTHLY MAINTENANCE NOV 2009","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ROBERT MAY ELECTRIC","LINCOLNWOOD","IL","60712-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"8","812","42","1176327.6475302896","1906078.3106682026","41.897636203","-87.627810588","POINT (-87.627810587543 41.897636202721)"
"2135620","100326606",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-12T00:00:00.000","2010-01-13T00:00:00.000","1","126","E","118TH PL",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97",,"25-22-319-027",,,,,,,,,,"53","5301","9","1179271.7932301213","1826462.2297254207","41.679095117","-87.619425318","POINT (-87.619425318474 41.67909511666)"
"2133107","100325618",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-04T00:00:00.000","2010-01-08T00:00:00.000","4","1429","N","AUSTIN BLVD",,"INSTALLATION OF COMED LOW VOLTAGE DISPLAY","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ENER TOUCH, INC.","LISLE","IL","60532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450",,"16-05-208-010",,,,,,,,,,"25","2506","29","1136135.0730179695","1909015.0111525748","41.906506974","-87.775364616","POINT (-87.775364615531 41.906506973699)"
"2135595","100326593",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-12T00:00:00.000","2010-01-13T00:00:00.000","1","1632","E","86TH ST",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103",,"20-36-318-029",,,,,,,,,,"45","4503","8","1188784.8424184378","1848325.3711943717","41.738868467","-87.583907612","POINT (-87.583907612302 41.738868467019)"
"2135609","100326600",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-12T00:00:00.000","2010-01-13T00:00:00.000","1","10126","S","CALHOUN AVE",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"716",,"25-12-421-028",,,,,,,,,,"51","5102","10","1194778.6250985742","1838194.4836064507","41.71092306","-87.562280449","POINT (-87.562280449407 41.710923059896)"
"2135602","100326596",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-12T00:00:00.000","2010-01-13T00:00:00.000","1","3804","W","86TH PL",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148",,"19-35-332-059",,,,,,,,,,"70","7004","18","1152505.5017010975","1846977.7262618886","41.735960368","-87.716864056","POINT (-87.716864055524 41.735960368103)"
"2138965","100327938",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-25T00:00:00.000","2010-01-25T00:00:00.000","0","444","W","MERCHANDISE MART PLZ",,"MONTHLY MAINTENANCE JAN.-MARCH 2010 MERCHANDISE MART PROPERTIES 312-527-4141","150","0","0","150","0","0","0","0","0","150","0","0","0","0","0","150","CONTRACTOR-ELECTRICAL","ILLINOIS BELL / AT&T","CHICAGO","IL","60606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250",,,,,,,,,,,,,,,,,,,
"2134736","100326209",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT WEB","2010-01-08T00:00:00.000","2010-01-08T00:00:00.000","0","2608","W","100TH ST",,"WINDOWS (REPLACEMENT ONLY): QTY 3, ROOF RECOVER ONLY - NO STRUCTURAL WORK","375","50","0","425","0","0","0","0","0","375","50","0","0","0","0","425","CONTRACTOR-GENERAL CONTRACTOR","CERTIFIED INSURANCE SERVICES GROUP, INC.","HICKORY HILLS","IL","60457","OWNER OCCUPIED","RON & JOSIE FORGUE","CHICAGO","IL","60655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7200","2412404022","24-12-404-022-0000",,,,,,,,,,"72","7204","19","1160623.6136920587","1838270.1640814173",,,
"2134502","100326130",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-01-07T00:00:00.000","2010-01-08T00:00:00.000","1","1542","W","WRIGHTWOOD AVE",,"200 AMP SINGLE PHASE,120 240V SERVICE, 2 METERS, 1 PUBLIC. NO OTHER WORK BEING DONE","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","MIGHTY ELECTRIC CO.","CHICAGO","IL","60612-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2800",,"14-29-300-124",,,,,,,,,,"7","706","32",,,,,
"2157830","100337097",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT WEB","2010-04-02T00:00:00.000","2010-04-02T00:00:00.000","0","6339","S","WASHTENAW AVE",,"GARAGE","300","50","0","350","0","0","0","0","0","300","50","0","0","0","0","350","CONTRACTOR-GENERAL CONTRACTOR","DANLEY LUMBER CO., INC.","NORTHBROOK","IL","60062-","CONTRACTOR-ELECTRICAL","DIAMOND ELECTRIC COMP., INC.","CHICAGO","IL","60631-","OWNER OCCUPIED","RUBEN & TONI GRANVILLE","CHICAGO","IL","60629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10527","1924202020","19-24-202-020-0000",,,,,,,,,,"66","6606","15","1159511.5407714543","1862314.3325784665",,,
"2155471","100335766",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-03-25T00:00:00.000","2010-04-30T00:00:00.000","36","3525","W","GRANVILLE AVE",,"INSTALLATION OF ELECTRICAL TIMER SWITCH","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ENER TOUCH, INC.","LISLE","IL","60532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450",,"13-02-208-001",,,,,,,,,,"13","1301","50","1151632.2304512993","1940879.1714423462","41.993653853","-87.717595988","POINT (-87.71759598764 41.993653853028)"
"2149636","100332854",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2010-03-05T00:00:00.000","2010-03-05T00:00:00.000","0","1817","W","LUNT AVE",,"REVISION TO PERMIT #100300049 TO CHANGE PLUMBING AND HVAC CONTRACTORS","100","0","0","100","0","0","0","0","0","100","0","0","0","0","0","100","CONTRACTOR-GENERAL CONTRACTOR","DERRYMORE, INC","CHICAGO","IL","60618","PLUMBING CONTRACTOR","JOHN A. FOLAN","NILES","IL","60714","CONTRACTOR-VENTILATION","K & F COOLING COMPANY","PARKK RIDGE","IL","60068","OWNER","CARL MORELLO","CHICAGO","IL","60457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1131215009","11-31-215-009-0000",,,,,,,,,,"1","107","49","1162758.0809029783","1946492.7356641889",,,
"2154831","100335416",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-03-24T00:00:00.000","2010-04-29T00:00:00.000","36","6655","W","IMLAY ST",,"60631","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ENER TOUCH, INC.","LISLE","IL","60532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450",,"10-31-411-009",,,,,,,,,,"10","1002","41","1130715.5796630709","1942696.2180595107","41.999026904","-87.794495031","POINT (-87.794495030584 41.999026904496)"
"2148213","100332128",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-03-01T00:00:00.000","2010-03-01T00:00:00.000","0","9022","S","MORGAN ST",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"266",,"25-05-229-035",,,,,,,,,,"73","7302","21","1171193.5269464853","1844878.8651550747","41.729813071","-87.648458892","POINT (-87.648458892368 41.729813071243)"
"2158285","100337391",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-04-05T00:00:00.000","2010-04-29T00:00:00.000","24","4156","N","KOSTNER AVE",,"INSTALLATION OF ELECTRICAL TIMER SWITCH","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ENER TOUCH, INC.","LISLE","IL","60532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450",,"13-15-320-036",,,,,,,,,,"16","1602","38","1146092.357728248","1927420.9909712668",,,
"2150063","100333041",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-03-08T00:00:00.000","2010-05-20T00:00:00.000","73","3300","W","NORTH AVE",,"INSTALL LOW VOLTAGE BURGLAR ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450",,"13-35-422-035",,,,,,,,,,"23","2302","26","1154053.6813127156","1910480.7805434538","41.910190473","-87.709502787","POINT (-87.709502786777 41.910190473214)"
"2156588","100336313",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2010-04-30T00:00:00.000","2010-08-03T00:00:00.000","95","1368","E","53RD ST",,"INSTALL NEW FURNACE AND DUCTWORK FOR A NEW YOGURT SHOP AS PER PLANS.  ELECTRICAL PERMIT IS TO BE PART OF THIS PERMIT AND IS NOT ALLOWED TO BE SEPARATED FROM THE BLDG PERMIT.","250","75","0","325","0","0","0","0","0","250","75","0","0","0","0","325","OWNER","ZENSIE POWELL","CHICAGO","IL","60615","ARCHITECT","CASEY KENNETH EDWIN","FORT LAUDERDALE","FL","33312","CONTRACTOR-ELECTRICAL","JAF GROUP, LLC","FLOSSMOOR","IL","60422","CONTRACTOR-GENERAL CONTRACTOR","JAF GROUP, LLC","FLOSSMOOR","IL","60422","CONTRACTOR-VENTILATION","WILLIAMSON HEATING & AC","CHICAGO","IL","60655-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50000","2011408034","20-11-408-034-0000",,,,,,,,,,"41","4107","4","1186240.0007139845","1870439.3242149712",,,
"2151313","100333697",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2010-05-28T00:00:00.000","2010-06-16T00:00:00.000","19","2451","W","HOWARD ST",,"INSTALL 4 NEW ANTENNAS AND ONE NEW EQUIPMENT CABINET ON AN EXISTING ROOF TOP AS PER PLANS.","500","75","0","575","0","0","0","0","0","500","75","0","0","0","0","575","STRUCTURAL ENGINEER","GUTOWSKY JEFFERY S","HOFFMAN ESTATES","IL","60192-","CONTRACTOR-ELECTRICAL","DYROS ELECTRIC INC.","ELK GROVE","IL","60007","EXPEDITOR","PHASE 1 CONSULTING INC.","CHICAGO","IL","60606-","CONTRACTOR-GENERAL CONTRACTOR","DYROS INC.","ELK GROVE VILLAGE","IL","60007-","OWNER","CLEAR WIRELESS LLC","ROSEMONT","IL","60018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50000",,"10-25-430-011",,,,,,,,,,"2","202","50","1158500.0711184565","1950305.2311227552",,,
"2156303","100336137",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-03-29T00:00:00.000","2010-03-29T00:00:00.000","0","300","N","PINE AVE",,"LOW VOLTAGE ALARM","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101",,,,,,,,,,,,"25","2519","28","1139408.3185497255","1901496.0188654147","41.885814885","-87.763523947","POINT (-87.763523947208 41.885814885251)"
"2156649","100336350",,,"PERMIT - RENOVATION/ALTERATION","TRADITIONAL DEVELOPER SERVICES","2010-03-30T00:00:00.000","2010-03-30T00:00:00.000","0","8914","S","BUFFALO AVE",,"ADA UPGRADES, INCLUDING NEW ELEVATOR AND RENOVATED BATHROOMS.","0","0","0","0","0","0","0","0","4725","4725","75","0","75","0","4800","4800","OWNER","CHICAGO PUBLIC SCHOOLS","CHICAGO","IL","60603-","ARCHITECT","ILEKIS ALPHONSE A","CHICAGO","IL","60606","CONTRACTOR-ELECTRICAL","LIVE WIRE ELECTRICAL SYSTEMS,","CALUMET PARK","IL","60827-","CONTRACTOR-GENERAL CONTRACTOR","CMM GROUP, INC","LANSING","IL","60438","MASONRY CONTRACTOR","B.E.T.O.N. CONSTRUCTION CO.","CHICAGO","IL","60610","CONTRACTOR-PLUMBER/PLUMBING","ST. JOHN PLUMBING","LEMONT","IL","60439-","CONTRACTOR-VENTILATION","AFFORDABLE COMFORT CONST.","SOUTH HOLLAND","IL","60473-","OWNER","CHGO PUBLIC SCHOOLS","CHICAGO","IL","60603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2500000","2605104001","26-05-104-001-0000",,,,,,,,,,"46","4608","10","1199554.699621831","1846396.1297050363",,,
"2148187","100332102",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-03-01T00:00:00.000","2010-03-01T00:00:00.000","0","11601","W","TOUHY AVE",,"ELECTRICAL MAINTENANCE - FEBRUARY 2010","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","GIM ELECTRIC CO., INC.","CHICAGO","IL","60641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30000",,,,,,,,,,,,"76",,"41","1098098.5774643964","1945979.209781826","42.008536401","-87.914428439","POINT (-87.91442843927 42.008536400869)"
"2147781","100331882",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-02-25T00:00:00.000","2010-02-26T00:00:00.000","1","720","N","WELLS ST",,"CORRECTIONS OF VIOLATIONS FROME 04.04.2008","100","0","0","100","0","0","0","0","0","100","0","0","0","0","0","100","CONTRACTOR-ELECTRICAL","SWISS ELECTRICAL, INC.","PALATINE","IL","60067-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500",,,,,,,,,,,,"8","818","42","1174561.4817513246","1905304.2789052846","41.89555189","-87.634320607","POINT (-87.634320606799 41.895551890013)"
"2158507","100337503",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-04-05T00:00:00.000","2010-04-29T00:00:00.000","24","2443","N","CAMPBELL AVE",,"INSTALLATION OF ELECTRICAL TIMER SWITCH","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ENER TOUCH, INC.","LISLE","IL","60532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450",,"13-25-430-041",,,,,,,,,,"22","2202","1","1159323.1476475222","1916337.7229069106","41.92615556","-87.689983393","POINT (-87.689983393227 41.92615555961)"
"2152933","100334531",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2010-03-17T00:00:00.000","2010-03-17T00:00:00.000","0","1368","E","53RD ST",,"REPLACE FRONT STORE WINDOW,UPGRADE ELECT SERVICE, REPLACING  THREE PLUMBING FIXTURES ONE SINK,TOILET, AND HAND SINK. REPLACE TILE. SUBJECT TO FIELD INSPECTION","425","75","0","500","0","0","0","0","0","425","75","0","0","0","0","500","CONTRACTOR-ELECTRICAL","CROWN ELECT & TECHNOLOGIES LLC","MATTESON","IL","60443","EXPEDITOR","J' S EXPEDITING","CHICAGO","IL","60609-","CONTRACTOR-GENERAL CONTRACTOR","JAF GROUP, LLC","FLOSSMOOR","IL","60422","CONTRACTOR-PLUMBER/PLUMBING","JASPER WELLS","CHICAGO","IL","60621-","OWNER","ZENZI POWELL","CHGO","IL","60615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25000","2011409018","20-11-409-018-0000",,,,,,,,,,"41","4107","4","1186240.0007139845","1870439.3242149712",,,
"2154969","100335501",,,"PERMIT - NEW CONSTRUCTION","TRADITIONAL DEVELOPER SERVICES","2010-03-24T00:00:00.000","2010-06-04T00:00:00.000","72","201","S","MAPLEWOOD AVE",,"ROCKWELL GARDENS -- PHASE II -- MULTI-FAMILY RESIDENTIAL DWELLINGS -- GREEN PERMIT PROGRAM BENEFIT TIER II -- 3 STORY 6 DWELLING UNITS","0","225","0","225","0","0","0","0","2039.41","2039.41","225","4070","0","4070","6109.41","6334.41","OWNER","EAST LAKE MANAGEMENT & DEV.","CHICAGO","IL","60616-","ARCHITECT","PIEKARZ RONALD R","CHICAGO","IL","60618-","CONTRACTOR-ELECTRICAL","BELEC ELECTRICAL, INC.",,"IL",,"CONTRACTOR-GENERAL CONTRACTOR","BURLING BUILDERS, INC","CHICAGO","IL","60621","MASONRY CONTRACTOR","ALL BUILDING RESTORATION &","ROSELLE","IL","60172","CONTRACTOR-PLUMBER/PLUMBING","NORMAN MECHANICAL","ELGIN","IL","60124-","CONTRACTOR-REFRIGERATION","ALL CHICAGO","CHGO","IL","60641-","CONTRACTOR-VENTILATION","ALL CHICAGO","CHGO","IL","60641-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900000","1613214015","16-13-214-015-0000",,,,,,,,,,,,,,,,,
"2151062","100333559",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2010-03-11T00:00:00.000","2010-03-11T00:00:00.000","0","1817","W","LUNT AVE",,"LOW VOLTAGE ALARM SYSTEM","150","0","0","150","0","0","0","0","0","150","0","0","0","0","0","150","CONTRACTOR-ELECTRICAL","ALERT PROTECTIVE SERVICES, INC","CHICAGO","IL","60641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1650",,"11-31-215-009",,,,,,,,,,"1","107","49","1162758.0809029783","1946492.7356641889",,,
