"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"876c34f411807e4aa10445fca1ad95c61c3b198a6e2fc91c0efc1533f6da494b0b0b9b79c28d8ef8b5c2764014f5a447bcf7fbb65c8cfdde3f4a13e7fabe0926","Y","2024-05-08T15:00:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE OPPOSITE DIRECTION","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T17:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3745","N","LINCOLN AVE","1922",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","4","5","41.949961171","-87.675671129","POINT (-87.675671129255 41.949961171142)"
"9149942afcda917b67848456361255af336d1e9484641fa079e1765f2153f506a4bc3f9290a244c581877dba2a698d27e8a886f53721ff145fa4ed7aad5b405f",,"2024-05-08T15:00:00.000","30","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-08T17:50:00.000","IMPROPER TURNING/NO SIGNAL","NOT APPLICABLE","2100","S","INDIANA AVE","132",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","4","5","41.854235514","-87.622399682","POINT (-87.622399682349 41.854235513986)"
"cc2e5de6f52320945b07d19adaaf091b28e04c7f4dc300121fce8eca121fedf7129c1633829f7f310346449f623c00d644f1977ea89a284606e36a23162727ea",,"2024-05-08T15:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-08T16:00:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","4473","N","WESTERN AVE","1911",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","4","5","41.963050928","-87.6885858","POINT (-87.688585800076 41.963050927885)"
"87d46cc6ad0c49acbfc4b30ab5a21a63164817fd0deabb89137325e9373d3bf37047df03e74e2583e437f7c34c4fa57e6901867d01f3edd3f3c1e158f425d64b",,"2024-05-08T14:55:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T14:56:00.000","PHYSICAL CONDITION OF DRIVER","NOT APPLICABLE","1917","W","103RD ST","2212",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","14","4","5","41.706462956","-87.669858373","POINT (-87.669858373403 41.70646295584)"
"5e753df6c0dcf39b768d460e8be656c22a096efc3dcdc8cf0e91892185da82e43530aece8dd85b99298d42caafe0959fe9ec11a1961682ee6735d0c8fb0d3304",,"2024-05-08T14:54:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T14:55:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","5913","S","KOMENSKY AVE","813",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","3","0","14","4","5","41.785495884","-87.724028738","POINT (-87.724028738208 41.785495884185)"
"adcfd2c3737ee02a8a4fa237ed9499ef268c4a542daa833eaaa49af7019be567de47c272d6cdc3f503ee1101287189f1824f153820d2ecd027af6217f5147a01",,"2024-05-08T14:50:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T16:20:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","1900","W","OGDEN AVE","1225",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.874783255","-87.674200354","POINT (-87.674200354342 41.874783255317)"
"db34560793e899c6f6638782e9afed0787f566b8f886234a76c63183cc830ad802b7f31234a923b0b88711029305fb8cdf45f02e2b0c5196245d004e02480f7e",,"2024-05-08T14:50:00.000","30","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T16:25:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","1000","N","HERMITAGE AVE","1213",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.899714227","-87.671209124","POINT (-87.67120912402 41.899714226969)"
"81b6a462521a5a3e9d589d628228ce773fe11099b2adbb51e19bde8488fcf1f057ae74e003edae04356e4b19470d52a30ade48b1e562de83826164ac52f16a2e",,"2024-05-08T14:47:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","UNKNOWN INTERSECTION TYPE",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-05-08T21:28:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","523","E","43RD ST","221",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.81659378","-87.613007973","POINT (-87.613007972581 41.816593779582)"
"d70ae9f6f53fd5ac8ed175e68247fe7e9a5ac770e22734d6f924fa2d0cc4d9978ffc1fdc9b70ded5d6ca6c093f6481de12ff22fa5a59ad134e7c953d29272cf3",,"2024-05-08T14:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T16:01:00.000","IMPROPER TURNING/NO SIGNAL","IMPROPER TURNING/NO SIGNAL","9514","S","STATE ST","511",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.72117284","-87.623865107","POINT (-87.623865107461 41.721172840423)"
"06e45a5e22acdf290658894ff19efad43b3f8275da9d8a8bfe14f9b830c4064c0ab7eb1fe3eb6bc97abaa4a0931c4095102b60dde15daa77b1d90712a045a563",,"2024-05-08T14:37:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T15:05:00.000","FAILING TO YIELD RIGHT-OF-WAY","IMPROPER TURNING/NO SIGNAL","4330","W","WASHINGTON BLVD","1114",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.882052154","-87.734331121","POINT (-87.734331121132 41.882052153717)"
"a3820f9fae6701204a9764bb6dc752ff4fd158dbc706f85b38c821e7e0ea7cd2369a194d58fda18d71871354e08ef55f99d74cf9a445279fc3dfc1418e6b39cc",,"2024-05-08T14:36:00.000","15","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-05-08T14:36:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","4250","W","CULLOM AVE","1722",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.959155132","-87.734675892","POINT (-87.734675892321 41.95915513176)"
"e54148e6ddb8dcaa545e95db71dbe30332fe3e3d13c101639451f59c87f74535b674a60cec94b36b28cfbd83662861b7d94bce64615e4dc25ae5fc4237a2158f",,"2024-05-08T14:35:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T15:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3830","N","KEDZIE AVE","1733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.951220655","-87.708089354","POINT (-87.708089353882 41.951220655087)"
"3497aaf5405eb75f76f6c9ef9ef29b4d3367353f79daec1c1633bef12105eb3796efce565eb2d3bf03aa5af6ff59d219eb14c91607c09ba038a56a8cbc0b4ebd",,"2024-05-08T14:33:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-05-08T14:33:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","11500","S","COTTAGE GROVE AVE","532",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","14","4","5","41.68539921","-87.611247473","POINT (-87.611247473326 41.685399210486)"
"43f7d024b7e628785921d3855b3c69e262237a2cd4bba6a3c23450fa50fd59b364e27e10e109ae5bbbffc646585b90c0a05a5d4e36ab1472d7644b31cf124bc6",,"2024-05-08T14:33:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T15:05:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3933","W","GRAND AVE","2535",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.905541382","-87.725185621","POINT (-87.725185620898 41.905541381758)"
"166715aaaadd3cb00d6c8fc8cec2d82e7dd055c243cd40cdf14e6cc0bdfc6ad404500b2a73627918dcacc5343622aeb250843d14654937d8956596ef122b41ce",,"2024-05-08T14:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-09T13:45:00.000","IMPROPER OVERTAKING/PASSING","FAILING TO REDUCE SPEED TO AVOID CRASH","435","E","87TH ST","632",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.736413252","-87.613137715","POINT (-87.613137715324 41.736413252097)"
"26833fdaadf5c658daa733a282d5520f1ce98f359f78b5f7f6fcd05b7befd5427696e53cb2cafb609df2389b58d0520ccf3db1f3ff29be102c8bc3a787e4d8d5",,"2024-05-08T14:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-08T19:45:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","4137","W","DICKENS AVE","2525",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","14","4","5","41.918834216","-87.730574786","POINT (-87.73057478565 41.918834216329)"
"371cce328c33307f986b72de288522f0809a6eceff60acd6c8d070fd1feeb9b661902a209ccfc65b626538356ec60cdb517c8d47377cafba04bd39d3e3832611",,"2024-05-08T14:30:00.000","35","TRAFFIC SIGNAL","UNKNOWN","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T19:23:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","955","N","WESTERN AVE","1212",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","14","4","5","41.899210635","-87.68678425","POINT (-87.686784249709 41.899210635025)"
"4f41bb4d34be2363aff24dc2b09eed9ff7179e3df2c37ab2592622f0c71aa1f71dcb716c7ba89408d95a609eb0d7583ca14806177e3a0c234f2bb169d22220b5",,"2024-05-08T14:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"N","OVER $1,500","2024-05-08T15:13:00.000","IMPROPER BACKING","NOT APPLICABLE","4934","S","KEDZIE AVE","821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.803445713","-87.703986272","POINT (-87.70398627177 41.803445713074)"
"ea0c577a0e1d4797f1691aff6a409668c88d4d61689ee873ae80393fc7fee6ee0a2f026297a23ab2c388c0deffe32153ca3d022d3e824cf55170caadef2790f8",,"2024-05-08T14:27:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T14:57:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","799","W","CHICAGO AVE","1214",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","14","4","5","41.89628637","-87.647668725","POINT (-87.647668725313 41.896286369547)"
"353912904203a609e63deb4d5683f29749b259645e5921116176a206be59914fc1d3d589c7e5e8a12bfcaa4fe935dbfef51696e78cc12e540f3f184bc76cadca","Y","2024-05-08T14:25:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS",,"INJURY AND / OR TOW DUE TO CRASH",,,"Y","$501 - $1,500","2024-05-08T16:31:00.000","NOT APPLICABLE","NOT APPLICABLE","1512","S","PULASKI RD","1012",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","2","0","14","4","5","41.860260981","-87.725142602","POINT (-87.725142601654 41.860260981443)"
"7bfa982e16dada732b7cd9c1f3420c035c9efcd5aefd53536a04e5b38d3ac565c7c33829cdfed9242e658017f03ed61aaf04a9d2ad0b1034c491dc9839bb57f2",,"2024-05-08T14:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDALCYCLIST","Y-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-05-08T14:52:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2803","N","WESTERN AVE","1432",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.932293416","-87.687745294","POINT (-87.687745294028 41.932293415575)"
"3c07a8fd0fab8630e6d1cd2160ee67b5cd309531d92e22b630d7b6143cb7ff7843a3734d6dbad182bc453bb302a801745e3b86b650186a1f9347417ed47acff7",,"2024-05-08T14:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-08T18:13:00.000","IMPROPER TURNING/NO SIGNAL","NOT APPLICABLE","4400","S","PULASKI RD","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.813271598","-87.723935214","POINT (-87.723935214329 41.813271598175)"
"68cd610202228fa1489556fb28d23f6cd28a757cee4e2d964f7e8fa921eb0aaefc57a3a2d48052228503de833b06ae4cebd32a5283306b863b986d9695ba64a9",,"2024-05-08T14:00:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-08T15:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","15","S","CICERO AVE","1113",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","14","4","5","41.879967095","-87.745113382","POINT (-87.745113382259 41.879967094904)"
"8b8734a7a15366cd1e9947b04e8b396394059be2bd90209390d290135910d914755130dfc4ce0f486de804a1b6c9767e8e255bfc438ea1030427b894ac777378",,"2024-05-08T14:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-08T16:16:00.000","IMPROPER TURNING/NO SIGNAL","NOT APPLICABLE","7700","S","WESTERN AVE","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.753661963","-87.683087215","POINT (-87.683087215177 41.753661963436)"
"a8b68bbcd38fd31a3e7c2026bab57ef247f8dd623e15cf1399a7d19080a29d0b8e04ccda234a6dbfeaa387c2138659d91121e549c895825aefb589e28c69f186",,"2024-05-08T14:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-08T14:00:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","5900","S","KARLOV AVE","813",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","14","4","5","41.785819725","-87.725552653","POINT (-87.725552653292 41.785819725441)"
"b6de6c6a2df745160fc8e70f13b455f30675e8d5c4ab6ff751a2f21148ec1f601708aed7e65955feb25ce0ed3cabf12c1907c392fec45830c98ec9a30ca19aaf",,"2024-05-08T14:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T14:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2700","S","CALIFORNIA AVE","1033",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","14","4","5","41.842506292","-87.695297059","POINT (-87.695297058659 41.842506291778)"
"e97a05a3dd752d05e7fded25144efbea0108920c2fb0acb976b1fa2aa15a9cc827a40e23c39e098381760d09899d5212ef1b8469337c9faf3566e77bdf00ee25",,"2024-05-08T14:00:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","DAYLIGHT","REAR END","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T18:05:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6652","S","INGLESIDE AVE","321",,,,,,,"2","REPORTED, NOT EVIDENT","2","0","0","0","2","2","0","14","4","5","41.773435638","-87.60227396","POINT (-87.602273959998 41.773435637717)"
"ee3c02824eff794711e7d323f4ae45650b231776c58403fae3a061510b7c093069a6df58dea281573c12a30e9106fe4c7f8572e8f4d8f29d53636745d0e1ac60",,"2024-05-08T14:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-05-09T08:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","180","N","HALSTED ST","1224",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.885506507","-87.64761586","POINT (-87.647615860083 41.885506507336)"
"fff17f8166177876ca94888c164d968ff902974fac169977cc50cf5e17f8637173ea83666bad909f218baa1176cb03a209fa06e9a055ca7ddd7f881b127f4bfb",,"2024-05-08T14:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"N","$501 - $1,500","2024-05-08T14:30:00.000","FOLLOWING TOO CLOSELY","IMPROPER OVERTAKING/PASSING","1800","W","TAYLOR ST","1231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","14","4","5","41.869302785","-87.671530892","POINT (-87.671530891933 41.86930278531)"
"89cab2bd18e24745d6898af5c2df79e772e30c179153e660acbc4e7f332f3db189ca9c97a53725f8d632720fadddf4b64fbd02e08c429a0c4e4f913229b7696f",,"2024-05-08T13:58:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FIVE POINT, OR MORE",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-05-08T15:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1001","W","WRIGHTWOOD AVE","1932",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","13","4","5","41.928895965","-87.653852289","POINT (-87.653852288769 41.928895965327)"
"94929e25ee8d2e989fd1ad2fa9e7326d7f8b6f525674779ffbd46c4dc9b489222f5f568b04d0f2be09fbec4c8b417b87d448da37f9edfb998b0e1ef971389492",,"2024-05-08T13:55:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T13:57:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","4000","S","INDIANA AVE","213",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","1","0","13","4","5","41.821921539","-87.621701481","POINT (-87.621701481275 41.821921538799)"
"96d9507533ce2c15a0e9b4bb3cc016e76c028766cb673889f42d85b8b190a962d67ca328d9a8c4f9ce21c34af793e88093dd7e474c95a756dd4021ad07c107ac",,"2024-05-08T13:55:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-08T14:15:00.000","FAILING TO YIELD RIGHT-OF-WAY","IMPROPER LANE USAGE","1601","W","TAYLOR ST","1231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","4","5","41.869151604","-87.666522092","POINT (-87.666522091597 41.869151603847)"
"95815c68fdbef6b5ed95ac18990730e588259fd341dcf5804d4a51648269cf08eeca6e4f53057ac23171b639718eaf3524876c88935dd83007362fbd7bbdd16c",,"2024-05-08T13:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T16:35:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","3421","W","FULLERTON AVE","1413",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","4","5","41.924544228","-87.712949629","POINT (-87.712949629475 41.924544227766)"
"bf295792677163b77a7fff9eb0ac543fde33bf4dbc763a7681b4a1e017cabc56279b0388931875fc5b7e23a897d9891b9b2cccaf62e90ba4711f312cf5674377",,"2024-05-08T13:50:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2024-05-08T13:56:00.000","IMPROPER OVERTAKING/PASSING","FAILING TO YIELD RIGHT-OF-WAY","11501","S","MARSHFIELD AVE","2234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","13","4","5","41.684713237","-87.662562951","POINT (-87.662562950664 41.684713237025)"
"f36494ad040dcf4c2729ba3096b2901e418663a42ef2de07a431dde9c29f5be79296c5f9a2e3e8a09b4ac508cc69969e4a42950fb6a942a84e78d1cefb9447fa",,"2024-05-08T13:49:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T13:57:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2600","N","PULASKI RD","2524",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","13","4","5","41.928221907","-87.727024943","POINT (-87.727024942983 41.928221906766)"
