"vehicle_type","public_vehicle_number","status","vehicle_make","vehicle_model","vehicle_model_year","vehicle_color","vehicle_fuel_source","wheelchair_accessible","company_name","address","city","state","zip_code","taxi_affiliation","taxi_medallion_license_management","record_id"
"Taxi","5649","VIOLATION","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","LINCOLNSHIRE SERVICE II, CORP.","3801 N. ELSTON AVE.","CHICAGO","IL","60618","EXPIRED AFFILIATION","Owner Manager","5649Taxi"
"Livery","9381","ACTIVE","LINCOLN","AVIATOR","2023","BLACK","Gasoline","N","SHAIK RIZWAN","6436 N. BELL AVE.","CHICAGO","IL","60645",,,"9381Livery"
"Livery","7846","ACTIVE","GMC","YUKON","2020","BLACK","Gasoline","N","LUCKY LIVERY INC","5905 S. KEDZIE AVE.","CHICAGO","IL","60629",,,"7846Livery"
"Livery","9875","ACTIVE","GMC","YUKON XL","2023","BLACK","Gasoline","N","JKY TRANSPORT, INC.","5904 S. ARCHER AVE.","CHICAGO","IL","60638",,,"9875Livery"
"Jitney","1756","INACTIVE","MOVITRON","TENNER","2011","WHITE","Gasoline","N","INNOVA UEV LLC","10 S. RIVERSIDE PLZ.","CHICAGO","IL","60606",,,"1756Jitney"
"Pedicab","148","ACTIVE","VIP","CLASSIC","2014","GREEN","Pedal","N","PEDICAB RIDE GUYS LLC","1919 S. MICHIGAN AVE. AVE.","CHICAGO","IL","60616",,,"148Pedicab"
"Taxi","2392","ACTIVE","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","JUHI INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","2392Taxi"
"Livery","8804","ACTIVE","LINCOLN","NAVIGATOR L","2022","BLACK","Gasoline","N","LIMO STAR SERVICES INC","8707 W. SUMMERDALE AVE.","CHICAGO","IL","60656",,,"8804Livery"
"Charter Sightseeing","12271","INACTIVE","TURTLE TOP",,"2008","WHITE","Gasoline","N","CEZAR GABRIEL TATARU","4101 N. DICKINSON AVE.","CHICAGO","IL","60641",,,"12271Charter Sightseeing"
"Taxi","2443","VIOLATION","NISSAN","ALTIMA","2011","WHITE","Hybrid","N","CELTIC TAXI LLC","4536 N. ELSTON AVE.","CHICAGO","IL","60630","DIS-AFFILIATED","Owner Manager","2443Taxi"
"Taxi","6539","VIOLATION","FORD","ESCAPE","2010","WHITE","Hybrid","N","GHOUSIA INC.","5200 N. OTTO AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","6539Taxi"
"Livery","9693","VIOLATION","LEXUS","GS350","2018","BLACK","Gasoline","N","AIDAR LOGISTICS LLC","2405 W. BALMORAL AVE.","CHICAGO","IL","60625",,,"9693Livery"
"Livery","9227","ACTIVE","LINCOLN","NAVIGATOR L","2023","BLACK","Gasoline","N","TRANSPORT LIMOUSINE SERVICE INC","6125 N. NW HWY.","CHICAGO","IL","60631",,,"9227Livery"
"Taxi","5756","ACTIVE","TOYOTA","CAMRY","2015","WHITE","Hybrid","N","RZK INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","5756Taxi"
"Livery","8927","ACTIVE","CHEVROLET","SUBURBAN","2021","BLACK","Gasoline","N","AMERICAN NORTHWEST CAB & LIMO INC","4904 N. PAULINA ST.","CHICAGO","IL","60640",,,"8927Livery"
"Taxi","2940","ACTIVE","TOYOTA","CAMRY","2014","WHITE/BLUE/STRIPES","Hybrid","N","HARVIN CAB CO","4020 W. GLENLAKE AVE.","CHICAGO","IL","60646","Blue Ribbon Assn Inc","Owner Manager","2940Taxi"
"Ambulance","808513","INACTIVE","FORD","E350","2014","WHITE","Gasoline","N","ELITE MEDICAL TRANSPORTATION LLC","11551  184TH PL.","ORLAND PARK","IL","60467",,,"808513Ambulance"
"Charter Sightseeing","76395","INACTIVE",,,"1997","RED/CREAM","Gasoline","N","CHICAGO SIGHT SEEING CO","27 E. MONROE ST.","CHICAGO","IL","60603",,,"76395Charter Sightseeing"
"Taxi","2782","VIOLATION","TOYOTA","CAMRY","2011","WHITE","Hybrid","N","SHEREEN & FAIZAN INC.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner Manager","2782Taxi"
"Livery","9156","ACTIVE","LINCOLN","NAVIGATOR","2022","BLACK","Gasoline","N","TIGERZ LIMO INC","4778 N. ELSTON AVE.","CHICAGO","IL","60630",,,"9156Livery"
"Charter Sightseeing","22979","RESERVED","THOMAS","TROLLEY","2000","ORANGE","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22979Charter Sightseeing"
"Livery","9898","ACTIVE","LINCOLN","NAVIGATOR L","2020","BLACK","Gasoline","N","FURQAN CAPITAL INC","6229 N. LA CROSSE AVE.","CHICAGO","IL","60646",,,"9898Livery"
"Livery","8328","ACTIVE","LINCOLN","NAVIGATOR L","2022","BLACK","Gasoline","N","BASE INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8328Livery"
"Taxi","3002","VIOLATION","TOYOTA","CAMRY","2012","WHITE","Hybrid","N","GREY GOOSE CAB CO.","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","3002Taxi"
"Livery","9642","ACTIVE","CHEVROLET","SUBURBAN","2019","BLACK","Gasoline","N","NIGHTSTAR INC","5030 N. MARINE DR.","CHICAGO","IL","60640",,,"9642Livery"
"Livery","7110","VIOLATION","CADILLAC","ESCALADE","2019","BLACK","Gasoline","N","PERFECT LIMO SERVICE COMPANY","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"7110Livery"
"Taxi","5085","FORECLOSURE","TOYOTA","COROLLA","2018","WHITE","Gasoline","N","FISKARDO CAB CO","3452 N. ELSTON AVE.","CHICAGO","IL","60618","Top Cab Association","Top Cab Corp.","5085Taxi"
"Taxi","2329","ACTIVE","TOYOTA","CAMRY","2018","WHITE","Hybrid","N","FUNMI TRANS, INC","2601 W. PETERSON AVE.","CHICAGO","IL","60659","City Service Taxi Association","Owner-Operator","2329Taxi"
"Charter Sightseeing","15987","ACTIVE","FORD","E450","2004","BLACK/WHITE","Gasoline","N","DEPARTUS INC","8634 W. CATHERINE AVE.","CHICAGO","IL","60656",,,"15987Charter Sightseeing"
"Taxi","1617","ACTIVE","TOYOTA","SIENNA","2022","BLUE/WHITE","Hybrid","Y","CAJOR LLC","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Owner-Operator","1617Taxi"
"Taxi","2037","ACTIVE","TOYOTA","HIGHLANDER","2013","YELLOW","Hybrid","N","YETTDEL CORP.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner Manager","2037Taxi"
"Charter Sightseeing","22980","INACTIVE","FREIGHLINE","TROLLEY","2004","RED","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22980Charter Sightseeing"
"Pedicab","155","ACTIVE","MAINSTREET","BACK TO BACK","2020","GRAY","Pedal","N","SECOND CITY TUK TUKS LLC","61 W. 15TH ST.","CHICAGO","IL","60605",,,"155Pedicab"
"Jitney","1786","INACTIVE","MOVITRON","TENNER","2011","WHITE","Gasoline","N","INNOVA UEV LLC","10 S. RIVERSIDE PLZ.","CHICAGO","IL","60606",,,"1786Jitney"
"Livery","70501","ACTIVE","LINCOLN","CORSAIR","2023","BLACK","Gasoline","N","ARAS LIMOUSINE CORP.","3223 N. ALBANY AVE.","CHICAGO","IL","60618",,,"70501Livery"
"Livery","7517","ACTIVE","CHEVROLET","SUBURBAN","2023","BLACK","Gasoline","N","JORDAN RIVER LIMOUSINE SERVICES LLC","8208 W. BELMONT AVE.","CHICAGO","IL","60634",,,"7517Livery"
"Livery","8100","ACTIVE","LINCOLN","AVIATOR","2022","BLACK","Gasoline","N","CHICAGO TOP LIMO CORPORATION","4506 N. KEDZIE AVE.","CHICAGO","IL","60625",,,"8100Livery"
"Taxi","3095","VIOLATION","TOYOTA","PRIUS","2014","GREEN","Hybrid","N","REX 9 INC.","6500 N. WESTERN AVE.","CHICAGO","IL","60645","TAXI TOWN AFFILIATION LLC","Medallion Leasing and Management, Inc.","3095Taxi"
"Charter Sightseeing","21171","INACTIVE","FREIGHTLINER","X LINE SHUTTLE","2002","GREEN","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"21171Charter Sightseeing"
"Ambulance","5713","RESERVED","FORD","E350","2010","BLUE","Gasoline","N","MIDWEST AMBULANCE LLC","8111  ST LOUIS AVE.","SKOKIE","IL","60076",,,"5713Ambulance"
"Taxi","3285","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","BROWN EYES CAB CORP.","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","3285Taxi"
"Taxi","6475","VIOLATION","TOYOTA","CAMRY","2016","BLUE","Hybrid","N","VALASIA  CAB CO.","4536 N. ELSTON AVE.","CHICAGO","IL","60630","NORTHSTAR AFFILIATION","Star North Management LLC","6475Taxi"
"Taxi","3106","VIOLATION","TOYOTA","CAMRY","2011","WHITE","Hybrid","N","BEE CAB COMPANY","4020 W. GLENLAKE AVE.","CHICAGO","IL","60607","DIS-AFFILIATED","Owner Manager","3106Taxi"
"Medicar","20577","VIOLATION","NISSAN","ALTIMA","2014","BROWN","Gasoline","N","FRENCHIE L UPTON","8637 S. BENNETT AVE.","CHICAGO","IL","60617",,,"20577Medicar"
"Medicar","23535","INACTIVE","NISSAN","PATHFINDER","2014","BLUE","Gasoline","N","PAL TRANSPORTATION CORPORATION","144 W. 111TH PL.","CHICAGO","IL","60628",,,"23535Medicar"
"Charter Sightseeing","15058","INACTIVE","MERCEDES","SPRINTER","2013","BLACK","Gasoline","N","CHASE LIMOUSINE LLC","500 N. MICHIGAN AVE.","CHICAGO","IL","60611",,,"15058Charter Sightseeing"
"Taxi","1503","VIOLATION","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","FOUNDATION TRANSIT INC.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner Manager","1503Taxi"
"Taxi","6330","ACTIVE","TOYOTA","CAMRY","2021","WHITE","Gasoline","N","STAINLESS TAXI INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","6330Taxi"
"Taxi","2244","VIOLATION","TOYOTA","CAMRY","2017","WHITE","Hybrid","N","RAHWA CAB CO","2601 W. PETERSON AVE.","CHICAGO","IL","60659","DIS-AFFILIATED","Owner Manager","2244Taxi"
"Charter Sightseeing","20963","INACTIVE","TURTLE TOP","OLYMPIAN","2008","WHITE","Gasoline","N","PRECISION TRANSPORTATION GROUP LLC","8030 S. PERRY AVE.","CHICAGO","IL","60620",,,"20963Charter Sightseeing"
"Taxi","2330","VIOLATION","TOYOTA","PRIUS","2016","ORANGE","Hybrid","N","MR. TAXI INC.","4301 W. MONTROSE AVE.","CHICAGO","IL","60641","WOLLEY TAXI","Owner Manager","2330Taxi"
"Livery","7297","ACTIVE","LINCOLN","NAVIGATOR","2022","BLACK","Gasoline","N","AMIRA 1 INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"7297Livery"
"Medicar","22231","INACTIVE","TOYOTA","SIENNA","2005","GOLD","Gasoline","N","SEVEN SECRETS CORPORATION","3440 S. COTTAGE GROVE AVE.","CHICAGO","IL","60616",,,"22231Medicar"
"Charter Sightseeing","22987","ACTIVE","CHAMPION","TROLLEY","1998","GREEN","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22987Charter Sightseeing"
"Taxi","3060","VIOLATION","TOYOTA","PRIUS","2013","WHITE","Hybrid","N","AMR CAB CORP.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner Manager","3060Taxi"
"Livery","8169","RESERVED","CHEVROLET","SUBURBAN","2022","BLACK","Gasoline","N","ADEN EXPRESS INC","4506 N. KEDZIE AVE.","CHICAGO","IL","60625",,,"8169Livery"
"Taxi","808","ACTIVE","TOYOTA","CAMRY","2012","WHITE/BLUE/STRIPES","Hybrid","N","VEEN TAXI INC","4020 W. GLENLAKE AVE.","CHICAGO","IL","60646","Blue Ribbon Assn Inc","Cab Management Group, Inc.","808Taxi"
"Livery","7259","ACTIVE","FORD","EXPEDITION","2022","BLACK","Gasoline","N","O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2","4610 N. CLARK ST.","CHICAGO","IL","60640",,,"7259Livery"
"Taxi","5029","SURRENDER","TOYOTA","SIENNA","2015","WHITE","Flex Fuel","N","OKUNDAYE AND SONS INC.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner Manager","5029Taxi"
"Livery","8811","ACTIVE","CHEVROLET","SUBURBAN","2022","BLACK","Gasoline","N","MIDVESTOR INCORPORATED","1440 W. TAYLOR ST.","CHICAGO","IL","60607",,,"8811Livery"
"Charter Sightseeing","22988","ACTIVE","FREIGHLINE","TROLLEY","2000","RED/GREEN","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22988Charter Sightseeing"
"Livery","7911","ACTIVE","LINCOLN","NAVIGATOR L","2023","BLACK","Gasoline","N","OZAY LLC","5332 W. WINDSOR AVE.","CHICAGO","IL","60630",,,"7911Livery"
"Pedicab","177","ACTIVE","VIP","VIP","2018","BLUE","Pedal","N","PEDICAB RIDE GUYS LLC","1919 S. MICHIGAN AVE. AVE.","CHICAGO","IL","60616",,,"177Pedicab"
"Livery","8087","ACTIVE","CHEVROLET","SUBURBAN","2020","BLACK","Gasoline","N","LIMO SERVICE ONE, INC","5021 N. CENTRAL AVE.","CHICAGO","IL","60630",,,"8087Livery"
"Livery","7704","ACTIVE","CHEVROLET","SUBURBAN","2020","BLACK","Gasoline","N","AAKS LLC","5940 N. NORTHWEST HWY.","CHICAGO","IL","60631",,,"7704Livery"
"Taxi","4434","SURRENDER","TOYOTA","CAMRY","2012","WHITE","Hybrid","N","LATEEF GBAJUMO","2601 W. PETERSON AVE.","CHICAGO","IL","60659","City Service Taxi Association","Owner Manager","4434Taxi"
"Livery","7289","ACTIVE","LINCOLN","CONTINENTAL","2020","BLACK","Gasoline","N","DIMITRE G STOITZEV","6114 N. CLAREMONT AVE.","CHICAGO","IL","60659",,,"7289Livery"
"Taxi","2349","SURRENDER","TOYOTA","PRIUS","2015","WHITE","Hybrid","N","SIND CAB CO.","5416 N. BROADWAY","CHICAGO","IL","60640","EXPIRED AFFILIATION","Owner Manager","2349Taxi"
"Livery","9611","VIOLATION","LINCOLN","NAVIGATOR","2023","BLACK","Gasoline","N","ALI  TAJIK TRANSPORTATION INC.","625 W. MADISON ST.","CHICAGO","IL","60661",,,"9611Livery"
"Taxi","2435","VIOLATION","TOYOTA","CAMRY","2015","ORANGE","Hybrid","N","TAXI CAB INC","4301 W. MONTROSE AVE.","CHICAGO","IL","60641","WOLLEY TAXI","Owner Manager","2435Taxi"
"Taxi","3128","VIOLATION","FORD","ESCAPE","2010","WHITE","Hybrid","N","MET CAB COMPANY","8001 S. DR MARTIN LUTHER KING JR DR.","CHICAGO","IL","60619","EXPIRED AFFILIATION","Owner Manager","3128Taxi"
"Taxi","5563","ACTIVE","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","ANS TAXI INC","1627 W. TOUHY AVE.","CHICAGO","IL","60626","Independent1","Owner-Operator","5563Taxi"
"Taxi","3984","VIOLATION","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","DMBEZAN INC.","6550 N. CLARK ST.","CHICAGO","IL","60626","DIS-AFFILIATED","Owner Manager","3984Taxi"
"Ambulance","817746","ACTIVE","FORD","TRANSIT","2022","WHITE","Gasoline","N","LIFELINE AMBULANCE, LLC","3737  CHASE AVE.","SKOKIE","IL","60076",,,"817746Ambulance"
"Taxi","4539","VIOLATION","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","MOLDOVAN CORP.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner Manager","4539Taxi"
"Ambulance","5540","INACTIVE","FORD","E350","2008","WHITE","Gasoline","N","MIDWEST MEDICAL SERVICE, INC.","5567 N. ELSTON AVE.","CHICAGO","IL","60630",,,"5540Ambulance"
"Taxi","1247","SURRENDER","TOYOTA","PRIUS","2013","BLUE/WHITE","Hybrid","N","MAKENA INC","7405 N. WESTERN AVE.","CHICAGO","IL","60645","Sun Taxi Association Inc","Sun Financial Services, Inc.","1247Taxi"
"Medicar","7844","INACTIVE",,,,,"Gasoline","N","FAMILY FIRST TRANSPORTATION CORPORATION","6625 S. PEORIA ST.","CHICAGO","IL","60621",,,"7844Medicar"
"Livery","9602","ACTIVE","LINCOLN","AVIATOR","2023","BLACK","Gasoline","N","ARRIVE IN VIP STYLE INC.","3050 N. NAGLE AVE.","CHICAGO","IL","60634",,,"9602Livery"
"Taxi","4356","ACTIVE","TOYOTA","RAV4","2018","WHITE","Hybrid","N","F-15 INC","5455 N. SHERIDAN RD.","CHICAGO","IL","60640","Independent1","Owner-Operator","4356Taxi"
"Medicar","23504","ACTIVE","FORD","TRANSIT","2018","GRAY","Gasoline","N","JUST TOUCH TRANSPORT INCORPORATED","9051 S. JUSTINE ST.","CHICAGO","IL","60620",,,"23504Medicar"
"Livery","7450","VIOLATION","CADILLAC","XTS","2018","BLACK","Gasoline","N","TRIMBO INC","5713 N. AUSTIN AVE.","CHICAGO","IL","60646",,,"7450Livery"
"Medicar","23844","ACTIVE","DODGE","CARAVAN","2014","SILVER","Gasoline","N","JUST TOUCH TRANSPORT INCORPORATED","9051 S. JUSTINE ST.","CHICAGO","IL","60620",,,"23844Medicar"
"Livery","8575","ACTIVE","LINCOLN","CORSAIR","2022","BLACK","Gasoline","N","DANAYAL LIMOUSINE INC.","3530 W. PETERSON AVE.","CHICAGO","IL","60659",,,"8575Livery"
"Livery","7415","ACTIVE","LINCOLN","NAVIGATOR","2020","BLACK","Gasoline","N","ART OF LIVERY TRANSPORTATION SERVICES INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"7415Livery"
"Taxi","2162","REVOKED","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","AZA EXPRESS INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","2162Taxi"
"Taxi","6433","ACTIVE","TOYOTA","PRIUS","2013","WHITE/BLUE/STRIPES","Hybrid","N","NEW MILLENNIUM INC. #1","4020 W. GLENLAKE AVE.","CHICAGO","IL","60646","Blue Ribbon Assn Inc","Cab Management Group, Inc.","6433Taxi"
"Taxi","5947","VIOLATION","FORD","C-MAX","2013","WHITE","Hybrid","N","BANANA TAXI LLC","4536 N. ELSTON AVE.","CHICAGO","IL","60630","DIS-AFFILIATED","Owner Manager","5947Taxi"
"Taxi","5415","REVOKED","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","KEY WEST METRO LLC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","5415Taxi"
"Livery","7404","ACTIVE","LINCOLN","CONTINENTAL","2020","BLACK","Gasoline","N","ARA F AL-HAWAMDEH","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"7404Livery"
"Charter Sightseeing","22990","ACTIVE","CHAMPION","TROLLEY","2002","RED/GREEN","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22990Charter Sightseeing"
"Livery","7352","ACTIVE","LINCOLN","CORSAIR","2022","BLACK","Gasoline","N","METRO CHICAGO LIMO INC.","3700 S. ASHLAND AVE.","CHICAGO","IL","60609",,,"7352Livery"
"Livery","7762","ACTIVE","LINCOLN","NAVIGATOR L","2022","BLACK","Gasoline","N","OYSTER TRANSPORTATION INC","3211 W. BRYN MAWR AVE.","CHICAGO","IL","60659",,,"7762Livery"
"Livery","9713","ACTIVE","LINCOLN","AVIATOR","2023","BLACK","Gasoline","N","BABA TAJ INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"9713Livery"
"Charter Sightseeing","14175","INACTIVE","MERCEDES","SPRINTER","2012","BLACK","Gasoline","N","M & M LIMOUSINE SERVICE INC","200 E. RANDOLPH ST.","CHICAGO","IL","60601",,,"14175Charter Sightseeing"
"Taxi","1855","ACTIVE","TOYOTA","SIENNA","2023","WHITE","Hybrid","Y","NLL INC","2601 W. PETERSON AVE.","CHICAGO","IL","60659","City Service Taxi Association","Owner-Operator","1855Taxi"
"Taxi","537","SURRENDER","DODGE","CARAVAN","2010","GREEN","Flex Fuel","Y","LIBRA TAXI INC","6500 N. WESTERN AVE.","CHICAGO","IL","60645","TAXI TOWN AFFILIATION LLC","Medallion Leasing and Management, Inc.","537Taxi"
"Taxi","4102","VIOLATION","TOYOTA","PRIUS","2014","BLUE","Hybrid","N","ADAMS TAXI LLC","4536 N. ELSTON AVE.","CHICAGO","IL","60630","NORTHSTAR AFFILIATION","Star North Management LLC","4102Taxi"
"Taxi","3835","SURRENDER","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","FIRST KARACHI INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner-Operator","3835Taxi"
"Taxi","2461","ACTIVE","TOYOTA","CAMRY","2015","WHITE","Hybrid","N","A & M ENT INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","2461Taxi"
"Livery","70362","ACTIVE","CHEVROLET","SUBURBAN","2022","BLACK","Gasoline","N","LG BLACK CAR SERVICES CORP","8541 S. MANISTEE AVE.","CHICAGO","IL","60617",,,"70362Livery"
"Taxi","2534","VIOLATION","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","MCCAB II CORP.","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","2534Taxi"
"Livery","8799","ACTIVE","LINCOLN","CONTINENTAL","2020","BLACK","Gasoline","N","KNH INC.","8722 W. SUMMERDALE AVE.","CHICAGO","IL","60656",,,"8799Livery"
"Taxi","3341","VIOLATION","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","SHANE TAXI INC","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","3341Taxi"
"Taxi","3366","VIOLATION","FORD","ESCAPE","2011","WHITE","Hybrid","N","ZHANET CAB CORP","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","3366Taxi"
"Horse Drawn Carriage","42","INACTIVE","ANDERSON","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"42Horse Drawn Carriage"
"Taxi","5496","ACTIVE","TOYOTA","RAV4","2019","WHITE","Hybrid","N","ARCHER CAB INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","5496Taxi"
"Charter Sightseeing","7306","INACTIVE","FORD","E350","1997",,"Gasoline","N","Always Medical Carrier Inc","6160 N. CICERO AVE.","CHICAGO","IL","60646",,,"7306Charter Sightseeing"
"Taxi","5032","ACTIVE","TOYOTA","RAV4","2019","SILVER","Gasoline","N","LOREN INC","5765 N. LINCOLN AVE.","CHICAGO","IL","60659","Independent1","Owner-Operator","5032Taxi"
"Taxi","3112","VIOLATION","TOYOTA","PRIUS","2015","WHITE","Hybrid","N","JIFFY CAB CO.","4554 N. BROADWAY AVE.","CHICAGO","IL","60640","DIS-AFFILIATED","Owner Manager","3112Taxi"
"Taxi","6606","VIOLATION","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","YW CAB CORPORATION","5416 N. BROADWAY","CHICAGO","IL","60640","EXPIRED AFFILIATION","Owner-Operator","6606Taxi"
"Taxi","3616","ACTIVE","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","USMAN CAB CO","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","3616Taxi"
"Ambulance","289219","ACTIVE","FORD","TRANSIT","2019","WHITE","Gasoline","N","FREEDOM EMS LLC","612 S. EDGEWATER LN.","SHOREWOOD","IL","60404",,,"289219Ambulance"
"Livery","8381","ACTIVE","FORD","EXPEDITION","2023","BLACK","Gasoline","N","TIBERIUS LIMO INC","4633 N. DRAKE AVE.","CHICAGO","IL","60625",,,"8381Livery"
"Charter Sightseeing","16834","INACTIVE","VAN HOOL","TD925","2012","RED","Gasoline","N","TRT TRANSPORTATION, INC.","4400 S. RACINE AVE.","CHICAGO","IL","60609",,,"16834Charter Sightseeing"
"Taxi","6932","ACTIVE","TOYOTA","SIENNA","2021","WHITE","Gasoline","Y","FLAZ LIMO AND TAXI, INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","6932Taxi"
"Charter Sightseeing","10415","INACTIVE","LINCOLN","NAVIGATOR","2007","WHITE","Gasoline","N","MANUEL D. TAVAREZ","900 S. WABASH AVE.","CHICAGO","IL","60605",,,"10415Charter Sightseeing"
"Taxi","2390","ACTIVE","TOYOTA","PRIUS","2013","WHITE","Hybrid","N","JUHI INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","2390Taxi"
"Taxi","1365","ACTIVE","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","BACHCHA CORP","4118 W. LAWRENCE AVE.","CHICAGO","IL","60630","Globe Taxi Association Inc","Owner-Operator","1365Taxi"
"Pedicab","178","ACTIVE","VIP","VIP","2018","BLUE","Pedal","N","PEDICAB RIDE GUYS LLC","1919 S. MICHIGAN AVE. AVE.","CHICAGO","IL","60616",,,"178Pedicab"
"Taxi","1159","SURRENDER","TOYOTA","CAMRY","2017","WHITE","Hybrid","N","MURAD INC","5765 N. LINCOLN AVE.","CHICAGO","IL","60659","Independent1","Owner-Operator","1159Taxi"
"Livery","7815","ACTIVE","LINCOLN","CORSAIR","2022","BLACK","Gasoline","N","DANAYAL LIMOUSINE INC.","3530 W. PETERSON AVE.","CHICAGO","IL","60659",,,"7815Livery"
"Taxi","4590","VIOLATION","TOYOTA","CAMRY","2016","YELLOW","Hybrid","N","CASBAH CAB COMPANY","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner Manager","4590Taxi"
"Taxi","4386","VIOLATION","NISSAN","ALTIMA","2011","WHITE","Hybrid","N","TINA'S CAB CO.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner Manager","4386Taxi"
"Taxi","6746","VIOLATION","TOYOTA","PRIUS","2013","WHITE","Hybrid","N","SIGNIFICANT TRANS, INC.","2601 W. PETERSON AVE.","CHICAGO","IL","60659","DIS-AFFILIATED","Owner-Operator","6746Taxi"
"Livery","7403","ACTIVE","CHEVROLET","SUBURBAN","2021","BLACK","Gasoline","N","PREMIER LIMOUSINE SERVICE INC","2908 W. NORTH AVE.","CHICAGO","IL","60647",,,"7403Livery"
"Taxi","8","ACTIVE","TOYOTA","CAMRY","2021","YELLOW","Hybrid","N","SAFI TAXI II INC","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner Manager","8Taxi"
"Medicar","23983","INACTIVE","NISSAN","QUEST","2007","BLUE","Gasoline","N","PREMIER COMMUNICATIONS & MARKETING LLC","4627 S. LANGLEY AVE.","CHICAGO","IL","60653",,,"23983Medicar"
"Livery","9632","ACTIVE","CHEVROLET","SUBURBAN","2022","BLACK","Gasoline","N","WINDY CITY LIMOUSINE COMPANY LLC","4803 N. MILWAUKEE AVE.","CHICAGO","IL","60630",,,"9632Livery"
